date,close
2018-01-02,0.43
2018-01-03,0.438
2018-01-04,0.442
2018-01-22,0.4
2018-01-30,0.408
2018-02-02,0.402
2018-02-06,0.406
2018-02-07,0.406
2018-02-13,0.428
2018-02-14,0.444
2018-02-15,0.428
2018-02-16,0.466
2018-02-20,0.452
2018-02-22,0.454
2018-02-23,0.452
2018-02-26,0.45
2018-02-27,0.446
2018-02-28,0.45
2018-03-06,0.446
2018-03-09,0.41
2018-03-16,0.402
2018-03-23,0.402
2018-04-04,0.368
2018-04-09,0.36
2018-04-10,0.366
2018-04-13,0.364
2018-04-16,0.346
2018-05-02,0.362
2018-05-09,0.382
2018-05-11,0.37
2018-05-14,0.384
2018-05-15,0.376
2018-05-24,0.356
2018-05-25,0.354
2018-05-30,0.354
2018-06-15,0.348
2018-06-22,0.325
2018-06-26,0.345
2018-06-27,0.349
2018-06-28,0.355
2018-07-05,0.349
2018-07-09,0.364
2018-07-12,0.357
2018-07-13,0.311
2018-07-16,0.322
2018-07-18,0.326
2018-07-25,0.328
2018-07-27,0.294
2018-07-30,0.326
2018-08-08,0.326
2018-08-22,0.314
2018-08-23,0.304
2018-08-24,0.306
2018-08-27,0.316
2018-08-30,0.324
2018-09-07,0.308
2018-09-12,0.304
2018-09-14,0.316
2018-09-17,0.312
2018-09-20,0.344
2018-09-21,0.32
2018-09-24,0.342
2018-09-26,0.332
2018-09-27,0.326
2018-09-28,0.324
2018-10-02,0.34
2018-10-12,0.306
2018-10-18,0.302
2018-10-23,0.288
2018-10-25,0.296
2018-10-29,0.276
2018-10-31,0.34
2018-11-01,0.36
2018-11-02,0.314
2018-11-05,0.358
2018-11-06,0.3
2018-11-07,0.31
2018-11-08,0.308
2018-11-12,0.308
2018-11-23,0.282
2018-11-26,0.282
2018-11-28,0.276
2018-11-29,0.276
2018-12-07,0.28
2018-12-19,0.272
2018-12-27,0.242
2018-12-28,0.204
2019-01-02,0.246
2019-01-07,0.256
2019-01-11,0.244
2019-01-17,0.26
2019-01-18,0.32
2019-01-21,0.314
2019-01-22,0.274
2019-01-24,0.268
2019-01-29,0.282
2019-01-31,0.302
2019-02-04,0.344
2019-02-05,0.344
2019-02-06,0.322
2019-02-08,0.308
2019-02-11,0.306
2019-02-12,0.33
2019-02-13,0.298
2019-02-18,0.256
2019-02-19,0.256
2019-02-25,0.266
2019-02-26,0.286
2019-02-28,0.29
2019-03-01,0.296
2019-03-05,0.31
2019-03-19,0.336
2019-03-21,0.352
2019-03-22,0.364
2019-03-26,0.364
2019-04-03,0.4
2019-04-04,0.38
2019-04-05,0.346
2019-04-08,0.342
