date,close
2018-01-02,24.6463
2018-01-03,26.642
2018-01-04,25.7439
2018-01-05,26.0433
2018-01-08,25.6441
2018-01-09,25.245
2018-01-10,24.7261
2018-01-11,24.2671
2018-01-12,23.9279
2018-01-15,24.2272
2018-01-16,25.3448
2018-01-17,24.0676
2018-01-18,25.225
2018-01-19,24.9457
2018-01-22,24.7062
2018-01-23,24.1873
2018-01-24,23.5886
2018-01-25,23.4689
2018-01-26,23.1097
2018-01-29,25.9435
2018-01-30,25.8038
2018-01-31,25.265
2018-02-01,26.0632
2018-02-02,25.9435
2018-02-05,25.4446
2018-02-06,24.3669
2018-02-07,25.3448
2018-02-08,23.9478
2018-02-09,24.327
2018-02-12,24.4867
2018-02-13,24.8658
2018-02-14,24.7062
2018-02-15,25.6441
2018-02-16,24.5465
2018-02-19,24.7062
2018-02-20,24.4667
2018-02-21,24.5864
2018-02-22,24.766
2018-02-23,25.0853
2018-02-26,25.5443
2018-02-27,25.4047
2018-02-28,24.9457
2018-03-01,24.6463
2018-03-02,23.9079
2018-03-05,25.3847
2018-03-06,24.9656
2018-03-07,24.4467
2018-03-08,24.0875
2018-03-09,24.1474
2018-03-12,24.5066
2018-03-13,25.1452
2018-03-14,26.143
2018-03-15,26.5222
2018-03-16,26.2229
2018-03-19,26.0433
2018-03-20,25.5643
2018-03-21,25.9435
2018-03-22,24.766
2018-03-23,23.5487
2018-03-26,22.8502
2018-03-27,23.4489
2018-03-28,22.9899
2018-03-29,22.6706
2018-04-03,21.9522
2018-04-04,20.5552
2018-04-05,21.7127
2018-04-06,21.4333
2018-04-09,21.3535
2018-04-10,21.7127
2018-04-11,21.134
2018-04-12,20.5951
2018-04-13,20.2559
2018-04-16,20.3357
2018-04-17,20.9543
2018-04-18,22.2116
2018-04-19,22.6307
2018-04-20,21.5331
2018-04-23,22.032
2018-04-24,22.6507
2018-04-25,22.1517
2018-04-26,21.9721
2018-04-27,21.8923
2018-04-30,21.7726
2018-05-02,22.3114
2018-05-03,22.4511
2018-05-04,22.4511
2018-05-07,23.5287
2018-05-08,23.1496
2018-05-09,23.3691
2018-05-10,23.429
2018-05-11,23.389
2018-05-14,24.347
2018-05-15,23.4489
2018-05-16,23.4689
2018-05-17,23.9279
2018-05-18,23.9678
2018-05-22,23.9279
2018-05-23,23.888
2018-05-24,24.0676
2018-05-25,23.6485
2018-05-28,23.6485
2018-05-29,23.0697
2018-05-30,23.0498
2018-05-31,22.7504
2018-06-01,22.4511
2018-06-04,23.4489
2018-06-05,23.6884
2018-06-06,24.1474
2018-06-07,24.766
2018-06-08,24.8459
2018-06-11,24.4467
2018-06-12,24.6862
2018-06-13,24.6862
2018-06-14,24.5864
2018-06-15,23.5886
2018-06-18,22.1517
2018-06-19,21.8923
2018-06-20,21.7726
2018-06-21,21.3934
2018-06-22,21.2737
2018-06-25,20.655
2018-06-26,20.3357
2018-06-27,20.2958
2018-06-28,19.8767
2018-06-29,20.3557
2018-07-02,20.2758
2018-07-03,20.3756
2018-07-04,20.2559
2018-07-05,19.4576
2018-07-06,19.3179
2018-07-09,19.6472
2018-07-10,19.9266
2018-07-11,19.6472
2018-07-12,19.2481
2018-07-13,18.839
2018-07-16,18.0108
2018-07-17,18.5995
2018-07-18,19.6073
2018-07-19,19.4576
2018-07-20,19.1583
2018-07-23,19.1682
2018-07-24,19.9565
2018-07-25,21.4333
2018-07-26,21.7925
2018-07-27,21.2737
2018-07-30,21.2537
2018-07-31,20.9743
2018-08-01,19.8368
2018-08-02,19.6672
2018-08-03,19.6272
2018-08-06,20.1361
2018-08-07,20.2359
2018-08-08,19.9465
2018-08-09,19.4576
2018-08-10,18.799
2018-08-13,18.8888
2018-08-14,19.8567
2018-08-15,19.5075
2018-08-16,19.9964
2018-08-17,19.2082
2018-08-20,19.1084
2018-08-21,20.5752
2018-08-22,21.6129
2018-08-23,22.3313
2018-08-24,23.0099
2018-08-27,23.0099
2018-08-28,23.0897
2018-08-29,22.9899
2018-08-30,23.4489
2018-08-31,23.4489
2018-09-03,23.0697
2018-09-04,22.9899
2018-09-05,22.3513
2018-09-06,22.1318
2018-09-07,21.4732
2018-09-10,21.2138
2018-09-11,21.1539
2018-09-12,20.5552
2018-09-13,20.5353
2018-09-14,20.655
2018-09-17,20.4355
2018-09-18,20.4554
2018-09-19,20.2559
2018-09-20,19.6572
2018-09-21,20.3756
2018-09-24,20.0962
2018-09-25,19.9565
2018-09-26,19.9765
2018-09-27,19.9765
2018-09-28,19.9565
2018-10-01,20.0164
2018-10-02,20.1561
2018-10-04,19.737
2018-10-05,19.4576
2018-10-08,17.9609
2018-10-09,17.6915
2018-10-10,17.442
2018-10-11,17.2125
2018-10-12,16.8134
2018-10-15,16.9531
2018-10-16,17.0728
2018-10-17,16.4242
2018-10-18,15.9952
2018-10-19,14.9375
2018-10-22,15.4563
2018-10-23,15.0772
2018-10-24,14.8477
2018-10-25,15.6659
2018-10-26,15.157
2018-10-29,15.2168
2018-10-30,15.2168
2018-10-31,15.9153
2018-11-01,16.6138
2018-11-02,17.2325
2018-11-05,17.9808
2018-11-06,18.7591
2018-11-07,19.4177
2018-11-08,19.3977
2018-11-09,18.8789
2018-11-12,18.3101
2018-11-13,17.1427
2018-11-14,16.1548
2018-11-15,14.3986
2018-11-16,14.5283
2018-11-19,13.6004
2018-11-20,13.7002
2018-11-21,13.77
2018-11-22,13.4307
2018-11-23,13.3808
2018-11-26,12.9917
2018-11-27,12.0438
2018-11-28,11.7145
2018-11-29,12.6325
2018-11-30,12.9717
2018-12-03,13.6203
2018-12-04,12.4728
2018-12-05,13.0316
2018-12-06,12.5327
2018-12-07,11.6746
2018-12-10,11.455
2018-12-11,11.455
2018-12-12,11.0559
2018-12-13,11.036
2018-12-14,10.7665
2018-12-17,10.3774
2018-12-18,10.6368
2018-12-19,11.3652
2018-12-20,10.9162
2018-12-21,10.9761
2018-12-27,10.8763
2018-12-28,12.2234
2019-01-02,11.934
2019-01-03,11.8741
2019-01-04,11.8741
2019-01-07,11.8242
2019-01-08,12.0937
2019-01-09,12.6724
2019-01-10,12.3132
2019-01-11,11.914
2019-01-14,11.8841
2019-01-15,12.1236
2019-01-16,12.5826
2019-01-17,12.9518
2019-01-18,13.2611
2019-01-21,13.4707
2019-01-22,13.1214
2019-01-23,12.6923
2019-01-24,13.4307
2019-01-25,12.6824
2019-01-28,12.413
2019-01-29,11.7743
2019-01-30,12.6325
2019-01-31,12.832
2019-02-01,12.2234
2019-02-04,11.2555
2019-02-05,11.1258
2019-02-06,10.9761
2019-02-07,10.8663
2019-02-08,11.0958
2019-02-11,10.8464
2019-02-12,10.7765
2019-02-13,10.577
2019-02-14,10.9262
2019-02-15,11.0858
2019-02-18,11.4151
2019-02-19,10.9761
2019-02-20,11.1258
2019-02-21,10.9761
2019-02-22,10.9761
2019-02-25,11.0759
2019-02-26,10.8963
2019-02-27,11.016
2019-02-28,11.006
2019-03-01,11.0759
2019-03-04,12.1635
2019-03-05,12.6325
2019-03-06,12.3331
2019-03-07,13.2112
2019-03-08,12.7722
2019-03-11,13.0715
2019-03-12,14.9175
2019-03-13,16.1648
2019-03-14,15.3965
2019-03-15,16.3643
2019-03-18,16.1049
2019-03-19,15.4563
2019-03-20,16.1548
2019-03-21,15.6858
2019-03-22,15.1171
2019-03-25,15.2568
2019-03-26,15.9652
2019-03-27,15.6359
2019-03-28,15.2168
2019-03-29,15.3865
2019-04-01,16.1049
2019-04-02,15.2667
2019-04-03,14.9674
2019-04-04,15.4663
2019-04-05,14.9075
2019-04-08,14.6481
2019-04-09,14.4884
2019-04-10,14.7479
2019-04-11,15.2069
2019-04-12,15.586
2019-04-15,15.7856
2019-04-16,15.5661
2019-04-17,15.626
2019-04-18,15.9053
