ticker,name,sector,delisting_date,last_price,peak_price,spread_pct,slippage_bps
6V3.F,LUFAX HLDG SP.ADS 1/2,Unknown,2024-02-15,2.215,24.324,0.5,25
6XZ.F,TPCO HOLDING CORP.,Unknown,2023-07-12,0.146,2.96,0.5,25
6YZ.F,NEW HORIZ.HEAL. DL-00005,Unknown,2026-02-09,1.628,4.168,0.5,25
70B.F,B+S GROUP SA INH EO-06,Unknown,2025-12-23,5.587,15.035,0.5,25
73C.F,Concert Pharmaceuticals Inc,Unknown,2023-03-06,7.791,23.215,0.5,25
76D.F,MEDESIS PHARMA SA EO 2-,Unknown,2025-05-16,0.29,13.676,0.5,25
76X0.F,SOMALOGIC INC. A DL-0001,Unknown,2024-01-05,1.922,12.528,0.5,25
786.F,HOME P.C. DL -0000000072,Unknown,2023-08-01,2.077,5.266,0.5,25
78F.F,FREEL.THERAP.HLD.SP.ADS/1,Unknown,2023-07-12,3.192,235.956,0.5,25
796.F,UZABASE INC. O.N.,Unknown,2023-02-07,10.131,31.003,0.5,25
7AF.F,ORDERYOYO A/S DK -01,Unknown,2025-04-14,1.216,4.474,0.5,25
7DP_old.F,Diplomat Pharmacy Inc,Unknown,2020-02-10,3.628,23.927,0.5,25
7M40.F,MOTUS GI HLG.INC DL-0001,Unknown,2023-12-29,8.267,627.114,0.5,25
7NM.F,NORDIC MINING ASA NK -60,Unknown,2024-05-13,1.716,6.162,0.5,25
7P90.F,TREMOR INTL LTD SP.ADR/2,Unknown,2025-03-07,7.798,19.796,0.5,25
7RW.F,INTELLEGO TECHNOLOGIES AB,Unknown,2026-03-12,4.102,19.811,0.5,25
7SE.F,Sunnova Energy International Inc,Unknown,2025-12-16,0.131,43.762,0.5,25
7TM.F,Fluent Inc,Unknown,2024-06-12,2.654,40.356,0.5,25
7TQ.F,UPEXI INC. DL -001,Unknown,2024-12-03,2.931,143.909,0.5,25
7U6.F,CHARGEPOINT HOLDINGS CL.A,Unknown,2025-09-25,9.426,384.362,0.5,25
7UF.F,VIZIO HLDG.CL.A DL-0001,Unknown,2024-12-03,10.784,23.553,0.5,25
7UK0.F,BABYLON HLDGS LS-00004226,Unknown,2023-09-26,0.492,221.995,0.5,25
7UM.F,Ultimovacs ASA,Unknown,2025-06-02,1.067,165.057,0.5,25
7V7.F,ACTICOR BIOTECH EO 1,Unknown,2025-03-07,0.746,10.461,0.5,25
7W8.F,THOUGHTWORKS HLD. DL-001,Unknown,2024-11-13,4.169,11.001,0.5,25
7XN.F,FREYR Battery,Unknown,2023-12-29,1.767,16.209,0.5,25
7YC0.F,SYNTHOMER PLC UNSP.ADR/4,Unknown,2023-12-04,8.994,125.652,0.5,25
808.F,Velodyne Lidar Inc,Unknown,2023-02-10,1.186,26.543,0.5,25
811A.F,111 Inc,Unknown,2025-01-31,4.156,251.966,0.5,25
81R.F,First Republic Bank,Unknown,2023-07-18,0.312,194.893,0.5,25
842.F,RECRUITER COM GRP -0001,Unknown,2023-10-24,1.99,63.119,0.5,25
844.F,DESKTOP METAL INC.,Unknown,2024-08-09,0.449,48.272,0.5,25
850.F,SMART Global Holdings Inc.,Unknown,2025-09-01,20.113,63.028,0.5,25
8770.F,ALTUS POWER INC.,Unknown,2025-04-16,4.341,12.567,0.5,25
87CA.F,Benchmark Metals Inc,Unknown,2023-08-24,0.394,2.862,0.5,25
88F.F,WECOMMERCE HOLDINGS L. A,Unknown,2023-06-21,2.574,10.263,0.5,25
89I.F,BRILLIANT ACQUISIT.CORP.,Unknown,2023-12-27,3.708,12.503,0.5,25
89K.F,OTOVO ASA NK 001,Unknown,2026-04-02,1.032,30.139,0.5,25
8AV.F,PIVOTREE INC.,Unknown,2024-03-26,0.892,2.906,0.5,25
8CB.F,CANNARA BIOTECH INC.,Unknown,2023-04-13,0.583,1.804,0.5,25
8CP.F,Canfor Pulp Products Inc,Unknown,2026-03-19,0.149,15.193,0.5,25
8DA1.F,Anderson Energy Inc,Unknown,2025-06-17,6.452,18.829,0.5,25
8DJ0.F,SHARECARE INC. A -0001,Unknown,2024-10-22,1.289,7.098,0.5,25
8F1.F,First Foundation Inc,Unknown,2026-04-01,4.974,24.448,0.5,25
8HD.F,ZYTRONIC PLC LS-01,Unknown,2025-05-15,0.461,2.167,0.5,25
8IN.F,Syneos Health Inc,Unknown,2023-09-29,39.953,89.267,0.5,25
8J3.F,EBUSCO HOLDING N.V. EO 1,Unknown,2024-12-23,1.05,150.737,0.5,25
8JO.F,VOLVO CAR AB B,Unknown,2024-06-10,3.181,8.806,0.5,25
8LG.F,Super League Gaming Inc,Unknown,2023-11-08,2.479,173.939,0.5,25
8LV.F,Livent Corporation,Unknown,2024-03-05,4.521,35.232,0.5,25
8MV.F,BIOHARVEST SCIENCES INC,Unknown,2024-08-01,5.411,17.494,0.5,25
8N1.F,BIOSERGEN AB,Unknown,2026-01-29,3.792,82.107,0.5,25
8PY.F,PyroGenesis Canada Inc,Unknown,2025-01-09,0.419,7.641,0.5,25
8QR.F,CONFLUENT INC.A DL-00001,Unknown,2026-03-17,26.903,78.808,0.5,25
8S3.F,Sphere 3D Corp.,Unknown,2026-02-10,1.48,1354.988,0.5,25
8SW1.F,ARCHER LTD. REG S NEW,Unknown,2024-07-05,2.292,12.634,0.5,25
8UZ.F,KISTOS PLC LS -01,Unknown,2023-04-28,3.375,7.47,0.5,25
8W2.F,ARGEO AS NK -10,Unknown,2024-08-16,1.048,4.063,0.5,25
8W5.F,IMINT IMAGE INTELL. O.N.,Unknown,2024-03-12,0.886,14.134,0.5,25
8XB.F,Biocartis Group NV,Unknown,2026-01-22,0.261,14.677,0.5,25
8XC.F,Uniti Group Inc,Unknown,2025-10-02,4.985,10.928,0.5,25
8XE.F,ENGIE Eps S.A,Unknown,2024-12-10,1.195,21.212,0.5,25
8ZB.F,SIVOTA PLC LS -01,Unknown,2025-08-20,0.632,1.899,0.5,25
8ZC.F,FIX PRICE GROUP GDR REG.S,Unknown,2024-04-09,0.504,8.673,0.5,25
926.F,DELIVEROO PLC,Unknown,2025-10-03,2.02,4.667,0.5,25
92Y.F,MELTWATER N.V. EO 001,Unknown,2023-08-23,1.458,5.266,0.5,25
932.F,STEP ENERGY SERVICES LTD.,Unknown,2026-02-18,3.394,8.31,0.5,25
93M.F,MPH Health Care AG,Unknown,2021-01-27,22.323,530.357,0.5,25
9880_old.F,EAT + BEYOND GLOBAL HLDGS,Unknown,2023-05-09,0.147,19.127,0.5,25
9960.F,RENERGEN LTD,Unknown,2026-01-07,0.442,2.761,0.5,25
9BN.F,BW IDEOL AS NK -10,Unknown,2023-12-29,0.984,4.751,0.5,25
9BT.F,GoldMoney Inc,Unknown,2023-08-23,6.419,21.307,0.5,25
9C0A.F,CANGO INC. SP.ADR/2 CL.A,Unknown,2025-11-14,2.691,11.787,0.5,25
9HY.F,HYPEFACTOR A/S DK -1,Unknown,2024-05-17,0.44,1.234,0.5,25
9I1.F,IENERGIZER LTD LS -01,Unknown,2023-05-26,0.643,5.633,0.5,25
9KR.F,XOS INC. A DL-0001,Unknown,2024-02-05,7.302,123.853,0.5,25
9L2.F,KIN AND CARTA LS-10,Unknown,2024-04-26,1.48,4.028,0.5,25
9LG.F,LogMeIn Inc,Unknown,2023-06-26,1.53,8.488,0.5,25
9LK1.F,LIGHTN. EMOTORS DL -0001,Unknown,2023-06-27,0.182,183.331,0.5,25
9NA.F,A.S.T. GROUPE INH.EO 036,Unknown,2025-06-27,0.462,11.231,0.5,25
9P6.F,BOAT ROCKER MEDIA INC,Unknown,2025-08-05,0.543,5.936,0.5,25
9QZ.F,ANEXO GROUP PLC LS-0005,Unknown,2025-09-24,0.265,1.674,0.5,25
9TB.F,Territorial Bancorp Inc,Unknown,2025-04-02,7.762,23.779,0.5,25
9W4.F,MIRIS HOLDING AB O.N.,Unknown,2025-12-30,2.723,143.645,0.5,25
9X1.F,PROCAPS GRP S.A. DL -01,Unknown,2025-02-18,1.338,9.479,0.5,25
9XA.F,JONIX SPA,Unknown,2024-06-21,0.44,5.526,0.5,25
9XB.F,FORWARD PARTN.GRP.LS -01,Unknown,2024-03-14,0.321,1.49,0.5,25
9YF0.F,I.CERAM NAM. EO 2-,Unknown,2024-01-05,2.201,25.811,0.5,25
9Z0.F,MOFAST AB,Unknown,2023-05-29,2.298,10.369,0.5,25
A2V5.F,GOLD BULL RESOURCES CORP.,Unknown,2023-12-08,0.315,4.423,0.5,25
A37A.F,ATENTO SA,Unknown,2023-08-02,0.316,41.687,0.5,25
A4N1.F,POLESTAR AUTO.ADR/A,Unknown,2026-02-09,15.549,354.354,0.5,25
A8P0.F,AGILE GRP HLD.UNSP.ADR/50,Unknown,2024-11-13,2.997,37.417,0.5,25
A8U.F,Argonaut Gold Inc,Unknown,2022-07-27,0.326,2.762,0.5,25
ABA.F,ALBA SE,Unknown,2024-11-26,7.786,59.455,0.5,25
AC00.F,BANXA HOLDINGS INC.,Unknown,2026-01-06,0.946,5.504,0.5,25
ADY.F,Amedisys Inc,Unknown,2025-08-15,84.426,258.184,0.5,25
AETG.F,Public Joint Stock Company Aeroflot - Russian Airlines,Unknown,2022-02-28,0.251,11.39,0.5,25
AFR.F,Air France-KLM SA,Unknown,2023-10-31,10.978,71.436,0.5,25
AFZ.F,Africa Oil Corp,Unknown,2025-07-18,1.062,2.186,0.5,25
AHD.F,ASHFORD HOSPIT.TRUST,Unknown,2024-12-23,5.033,6792.087,0.5,25
AJ81.F,Agenus Inc,Unknown,2024-06-13,7.761,109.961,0.5,25
AL0.F,Allegro.eu SA,Unknown,2023-08-15,7.675,20.693,0.5,25
AL21.F,Allscripts Healthcare Solutions Inc,Unknown,2024-03-11,6.176,21.09,0.5,25
AOCA.F,Aluminum Corporation of China Limited,Unknown,2023-06-29,9.241,20.063,0.5,25
APE0.F,ADDEX THERAPEUTICS ADR/6,Unknown,2023-12-21,4.78,248.155,0.5,25
AQC.F,DATASEA INC. DL-01,Unknown,2024-03-22,1.718,60.06,0.5,25
AQK.F,Aqua Metals Inc,Unknown,2025-01-02,2.029,115.941,0.5,25
ARQ.F,Landi Renzo S.p.A,Unknown,2025-01-09,1.795,14.701,0.5,25
AT2.F,Atara Biotherapeutics Inc,Unknown,2024-08-19,9.248,1103.674,0.5,25
AVU.F,Adverum Biotechnologies Inc,Unknown,2024-05-21,14.856,230.69,0.5,25
B1T.F,TECHSTEP NK 1,Unknown,2023-07-27,1.088,5.638,0.5,25
B2C.F,Civitas Resources Inc.,Unknown,2026-01-30,23.012,66.362,0.5,25
B5O.F,BEST OF THE BEST LS -05,Unknown,2023-08-25,5.903,31.507,0.5,25
B9P.F,NOVABAY PHARMAC. DL-01,Unknown,2024-07-31,2.797,779.364,0.5,25
BBQ.F,Beter Bed Holding N.V,Unknown,2023-12-29,5.926,12.253,0.5,25
BFQ0.F,FG GROUP HOLDINGS DL -01,Unknown,2024-02-14,2.099,4.326,0.5,25
BG3.F,Big 5 Sporting Goods Corporation,Unknown,2025-10-03,1.122,31.657,0.5,25
BJO.F,BIO-KEY INTL DL-01,Unknown,2024-02-19,0.786,137.403,0.5,25
BKP.F,PIRAEUS FIN.HOL. EO 093,Unknown,2025-12-17,6.878,62.365,0.5,25
BKP0.F,PIRAEUS F.HL.ADR NEW 2021,Unknown,2026-01-26,7.133,56.866,0.5,25
BMI.F,BP Prudhoe Bay Royalty Trust,Unknown,2025-07-04,0.406,25.122,0.5,25
BR3.F,NioCorp Developments Ltd,Unknown,2023-05-19,4.414,11.102,0.5,25
BSK0.F,BR.SCH.ED.HLD.SP.ADR CL.A,Unknown,2025-12-17,1.815,72.678,0.5,25
BTF.F,Benefitfocus Inc,Unknown,2023-01-23,9.471,52.768,0.5,25
BZS.F,Beasley Broadcast Group Inc,Unknown,2024-11-22,8.415,217.234,0.5,25
C1B2.F,Companhia Brasileira de Distribuição,Unknown,2025-12-23,0.519,22.566,0.5,25
C1U.F,BIT ORIGIN LTD. DL-01,Unknown,2023-07-27,1.861,112.054,0.5,25
C34.F,CARASENT ASA NK 1332,Unknown,2025-02-04,1.835,4.815,0.5,25
C4GA.F,China Online Education Group,Unknown,2022-12-15,5.744,127.586,0.5,25
C6K.F,Cerecor Inc,Unknown,2021-08-25,2.481,6.36,0.5,25
C8C.F,Consolidated Communications Holdings Inc,Unknown,2024-12-30,4.47,11.382,0.5,25
CAJ.F,Casino Guichard Perrachon S.A.,Unknown,2024-08-14,3.68,4977.543,0.5,25
CAP.F,Cryptology Asset Group p.l.c,Unknown,2023-03-23,3.565,9.79,0.5,25
CAXA.F,CALLINEX MINES INC.,Unknown,2025-10-28,0.418,3.453,0.5,25
CDR.F,Charles & Colvard Ltd,Unknown,2024-07-17,1.984,29.772,0.5,25
CEI.F,Core Laboratories N.V.,Unknown,2023-07-28,22.528,103.66,0.5,25
CF3.F,CalAmp Corp,Unknown,2024-04-03,2.045,478.646,0.5,25
CH2A.F,Lucid Group Inc.,Unknown,2025-10-30,15.365,85.081,0.5,25
CIA.F,China Eastern Airlines Corporation Limited,Unknown,2023-05-08,17.176,36.128,0.5,25
CLM.F,Clearside Biomedical Inc.,Unknown,2025-11-13,2.96,91.138,0.5,25
CNWK.F,co.don AG,Unknown,2021-10-19,1.632,9.351,0.5,25
COPA.F,COMPUGROUP MED.SP.ADR 1,Unknown,2025-06-09,20.838,78.115,0.5,25
CP0.F,CAPELLI NOM. EO 684,Unknown,2025-10-02,3.301,22.449,0.5,25
CPU2.F,CPU Softwarehouse AG,Unknown,2026-01-21,0.782,3.088,0.5,25
CSX1.F,Credit Suisse Group AG,Unknown,2023-06-09,0.8,13.111,0.5,25
CU7.F,Quotient Technology Inc,Unknown,2023-09-05,3.651,14.613,0.5,25
CUL1.F,Aspira Women's Health Inc,Unknown,2023-07-12,4.061,113.617,0.5,25
CWY.F,CLEARMIND MEDICINE INC.,Unknown,2023-12-07,3.633,562.866,0.5,25
CY3B.F,Adamis Pharmaceuticals Corporation,Unknown,2023-05-19,3.433,278.154,0.5,25
CZTA.F,CHECKPOINT THER. DL-0001,Unknown,2025-05-30,3.747,38.818,0.5,25
D0A.F,DADA NEXUS LTD ADS,Unknown,2025-06-16,1.684,40.041,0.5,25
D6XV.F,WILDBRAIN LTD VAR VTG,Unknown,2026-02-20,0.777,5.718,0.5,25
D8S.F,Itau CorpBanca ADR,Unknown,2024-02-06,2.575,10.215,0.5,25
DC6_old.F,Discovery Inc,Unknown,2022-06-09,15.039,64.014,0.5,25
DE8.F,Denny's Corporation,Unknown,2026-01-21,5.294,21.5,0.5,25
DF3.F,Nautilus Inc,Unknown,2024-03-21,0.126,25.616,0.5,25
DGL.F,Dynagas LNG Partners LP,Unknown,2023-03-28,2.598,8.933,0.5,25
DMMN.F,NETWEEK S.P.A.,Unknown,2023-08-22,0.308,3.347,0.5,25
DN8E.F,Dignity PLC,Unknown,2023-05-25,6.117,21.057,0.5,25
DOA2.F,Soligenix Inc,Unknown,2023-02-09,0.393,3.087,0.5,25
DQU.F,Dril-Quip Inc,Unknown,2024-11-07,14.695,50.477,0.5,25
DQW4.F,AMS-OSRAM UNSPON.ADR/1/2,Unknown,2024-12-04,0.676,163.043,0.5,25
DVL.F,Alliance Pharma plc,Unknown,2025-05-14,0.669,1.366,0.5,25
DX6.F,The Dixie Group Inc,Unknown,2024-10-07,0.518,6.064,0.5,25
DY8A.F,DouYu International Holdings Limited,Unknown,2024-05-28,9.118,162.128,0.5,25
DZV2.F,SMARTSPACE SOFT.PLC LS-10,Unknown,2024-04-30,0.952,2.078,0.5,25
EB4.F,Eventbrite Inc,Unknown,2026-03-10,3.806,33.323,0.5,25
EDW0.F,EDP RENOVAV. ADR /2 EO 5,Unknown,2026-02-04,25.081,53.93,0.5,25
EFT.F,TechTarget Inc,Unknown,2024-12-04,30.002,97.041,0.5,25
EMGA.F,eMagin Corporation,Unknown,2023-10-19,1.937,4.239,0.5,25
EP2_old.F,NEXTECH AR SOLUTIONS,Unknown,2023-08-14,0.251,6.509,0.5,25
ER2N.F,EMCORE Corporation,Unknown,2024-05-28,3.02,89.346,0.5,25
ET8_old.F,AETERNA ZENTARIS INC.,Unknown,2024-06-07,6.528,475.412,0.5,25
EWZ.F,Ebix Inc,Unknown,2023-12-29,0.599,70.579,0.5,25
F1F.F,FARFETCH LTD. CL. A,Unknown,2024-01-02,0.591,59.419,0.5,25
F2I.F,Flotek Industries Inc,Unknown,2023-09-29,3.999,32.629,0.5,25
F8B.F,PacWest Bancorp,Unknown,2023-11-30,7.038,43.33,0.5,25
F8O.F,BLOCK INC. CDI/1/1,Unknown,2025-03-24,53.947,133.826,0.5,25
FA2.F,FORWARD AIR CORP. DL-01,Unknown,2025-08-14,24.376,109.286,0.5,25
FAI.F,Finnair Oyj,Unknown,2024-05-21,2.833,38.683,0.5,25
FI4.F,ENERGY FOCUS INC. DL-0001,Unknown,2023-08-18,1.697,97.704,0.5,25
FKGD.F,CAPRICO.EN. LS-016153846,Unknown,2023-07-14,2.272,5.647,0.5,25
FP1.F,Flex Pharma Inc,Unknown,2019-07-25,12.903,3908.436,0.5,25
FP4G.F,FONDUL PRO.GDR REGS LN-85,Unknown,2026-01-29,3.532,17.441,0.5,25
FQE.F,SILVANO FASHION GR.EO 01,Unknown,2023-02-03,1.015,2.404,0.5,25
FSQA.F,Five Star Senior Living Inc,Unknown,2023-03-17,1.215,13.315,0.5,25
FT1.F,FARO Technologies Inc,Unknown,2025-07-22,37.388,78.834,0.5,25
FUD0.F,SHANGH.FU.MIC.ADR30 HD-10,Unknown,2023-09-15,58.437,147.613,0.5,25
G1H.F,G1 Therapeutics Inc,Unknown,2024-09-18,6.404,58.089,0.5,25
G1P.F,Gran Tierra Energy Inc,Unknown,2023-07-04,4.506,33.507,0.5,25
G23A.F,GLOBALTRANS INV.GDR REG S,Unknown,2023-10-23,1.992,7.644,0.5,25
G37.F,IERVOLINO ENTERTAINMENT,Unknown,2025-05-26,0.403,2.728,0.5,25
G6G.F,GrafTech International Ltd,Unknown,2025-10-30,10.895,186.404,0.5,25
G8P.F,GLOBAL PORTS IN.GDR R.S/3,Unknown,2023-04-06,0.5,8.778,0.5,25
GBMB.F,Inovio Pharmaceuticals Inc,Unknown,2024-03-26,11.824,315.26,0.5,25
GCY.F,Aerojet Rocketdyne Holdings Inc,Unknown,2023-08-28,0.277,53.063,0.5,25
GDGE.F,CGG SA,Unknown,2024-09-30,33.173,370.465,0.5,25
GDGF.F,CGG SA ADR 1 EO-40,Unknown,2024-09-30,52.054,492.714,0.5,25
GHDN.F,Brainstorm Cell Therapeutics Inc,Unknown,2024-11-29,2.698,224.656,0.5,25
GHO.F,Adbri Limited,Unknown,2024-06-17,1.919,3.907,0.5,25
GLN.F,Glatfelter Corporation,Unknown,2024-12-30,20.349,234.242,0.5,25
GODA.F,Gold Reserve Inc,Unknown,2024-12-05,1.306,4.198,0.5,25
GOQN.F,Gol Linhas Aéreas Inteligentes S.A,Unknown,2024-08-01,2.393,19.893,0.5,25
GQ8.F,Audio Pixels Holdings Limited,Unknown,2026-03-04,3.645,18.51,0.5,25
GRT1.F,GREENPOWER MOTOR CO. INC.,Unknown,2025-09-25,2.596,263.918,0.5,25
GSE.F,GSE SYS INC. DL-01,Unknown,2023-12-27,0.551,32.12,0.5,25
GTQ1.F,Siemens Gamesa Renewable Energy S.A,Unknown,2023-02-14,18.034,38.926,0.5,25
GTQB.F,SIEMENS GAMESA R.E.ADR1/5,Unknown,2023-02-14,3.431,7.871,0.5,25
GVM0.F,GURIT HLDG AG NA SF 5,Unknown,2024-03-28,90.28,940.141,0.5,25
GWN1.F,Cornerstone Capital Resources Inc,Unknown,2023-02-28,2.451,5.381,0.5,25
GX1N.F,MARKER THERAPEUT. DL-01,Unknown,2023-03-29,2.809,78.67,0.5,25
H0H1.F,HMS HYDR.MA.+SYS GDR REGS,Unknown,2024-04-09,2.463,6.585,0.5,25
H2V2.F,Hammerson plc,Unknown,2024-11-28,3.486,25.559,0.5,25
H6K.F,Synchronoss Technologies Inc,Unknown,2024-02-08,5.45,87.251,0.5,25
H6K0.F,"Synchronoss Technologies, Inc.",Unknown,2026-02-25,7.453,87.291,0.5,25
HE3.F,HEALTHIA LTD.,Unknown,2023-11-30,0.565,1.454,0.5,25
HEC.F,The Herzfeld Caribbean Basin Fund Inc,Unknown,2026-02-09,1.628,54.121,0.5,25
HG00.F,THG HOLDINGS UNSP.ADR/1,Unknown,2025-02-26,0.385,1.065,0.5,25
HMO.F,Hino Motors Ltd,Unknown,2026-03-31,2.058,5.309,0.5,25
HN9.F,Hanesbrands Inc,Unknown,2025-12-01,5.625,18.265,0.5,25
HP9.F,HUDSON PACIFIC PPT.DL-01,Unknown,2026-02-02,7.227,201.435,0.5,25
HSKN.F,Heska Corporation,Unknown,2023-06-13,109.919,231.374,0.5,25
HUL.F,BHS tabletop AG,Unknown,2020-11-23,11.532,25.395,0.5,25
HUT.F,Hurricane Energy plc,Unknown,2023-11-30,2.619,19.272,0.5,25
I4P.F,Intercept Pharmaceuticals Inc,Unknown,2023-11-08,17.363,109.522,0.5,25
II8.F,InterCard AG Informationssysteme,Unknown,2023-08-14,2.938,9.561,0.5,25
IRVA.F,Integra Resources Corp,Unknown,2023-05-26,1.002,9.292,0.5,25
IV3.F,Invacare Corporation,Unknown,2023-05-16,0.451,16.439,0.5,25
IV6.F,KINNEVIK B SK 0025,Unknown,2024-08-07,6.815,39.603,0.5,25
IV60.F,KINNEVIK A,Unknown,2024-08-07,7.106,57.516,0.5,25
JA4.F,JAMF HOLDING CORP.DL-001,Unknown,2026-02-03,10.641,42.296,0.5,25
JL6.F,LIFE SCI.REIT PLC LS -01,Unknown,2026-04-17,0.472,1.052,0.5,25
JUVE.F,Juventus Football Club S.p.A,Unknown,2024-03-21,2.138,12.511,0.5,25
JWG1.F,John Wood Group PLC,Unknown,2026-03-11,0.319,7.279,0.5,25
K26.F,ENIBLOCK EO -01,Unknown,2024-03-26,0.366,7.866,0.5,25
K2R.F,StarTek Inc,Unknown,2024-01-05,3.966,8.01,0.5,25
K3S.F,ACUITYADS HOLDING INC.,Unknown,2023-08-23,1.643,20.692,0.5,25
K8A.F,Kandi Technologies Group Inc,Unknown,2024-06-17,2.0,12.655,0.5,25
KAH.F,KAHOOT ASA NK -10,Unknown,2024-01-22,3.007,9.053,0.5,25
KE0A.F,COGNA EDUCACAO SP.ADR 1,Unknown,2025-02-14,0.139,2.698,0.5,25
KO4.F,KNOT Offshore Partners LP,Unknown,2023-02-07,5.549,16.87,0.5,25
KO71.F,Sistema Public Joint Stock Financial Corporation,Unknown,2022-08-25,1.996,8.29,0.5,25
KRY0.F,Glaston Oyj Abp,Unknown,2025-06-23,1.273,3.504,0.5,25
KV7_old.F,Kværner ASA,Unknown,2020-11-10,0.861,1.99,0.5,25
LB3A.F,Qurate Retail Inc Series A,Unknown,2025-07-24,4.448,766.617,0.5,25
LE3.F,LESLIES INC. DL -001,Unknown,2025-11-26,2.519,511.117,0.5,25
LFL.F,LATAM Airlines Group SA ADR,Unknown,2024-09-23,24.055,28416.881,0.5,25
LGNA.F,Lions Gate Entertainment Corp,Unknown,2025-05-06,7.671,22.958,0.5,25
LGNB.F,Lions Gate Entertainment Corp,Unknown,2025-05-06,6.489,26.857,0.5,25
LO91.F,VBI VACCINES INC.,Unknown,2023-06-09,2.501,155.74,0.5,25
LSRM.F,CEL-SCI CORP. NEW DL-01,Unknown,2025-07-18,5.861,693.701,0.5,25
LT0A.F,Liberty TripAdvisor Holdings Inc,Unknown,2023-11-07,0.262,17.595,0.5,25
LT5.F,Lassila & Tikanoja Oyj,Unknown,2026-03-03,2.42,13.251,0.5,25
LTG.F,Learning Technologies Group plc,Unknown,2025-03-31,1.147,2.577,0.5,25
LTIA.F,Aptose Biosciences Inc,Unknown,2023-06-05,5.602,124.511,0.5,25
LVO.F,LivePerson Inc,Unknown,2025-12-11,4.242,894.891,0.5,25
LWK1.F,EFFECTOR THERAPEU. CL.A,Unknown,2024-03-13,9.084,364.607,0.5,25
M2A.F,Mesa Air Group Inc,Unknown,2023-08-22,1.393,13.69,0.5,25
M2M2.F,Nighthawk Gold Corp,Unknown,2024-02-08,0.169,2.425,0.5,25
M7Q7.F,Micro Focus International PLC,Unknown,2023-01-30,5.97,27.186,0.5,25
M7Q8.F,Micro Focus International plc,Unknown,2023-01-31,5.904,21.347,0.5,25
MC8.F,Marathon Gold Corporation,Unknown,2024-01-26,0.527,2.41,0.5,25
MD6B.F,MD MED.GROUP INV.GDR REGS,Unknown,2023-05-22,4.992,11.592,0.5,25
MEP.F,Recylex S.A,Unknown,2020-05-18,1.833,15.178,0.5,25
MGYA.F,MAGYAR TELE.A ADR/5 UF100,Unknown,2026-03-23,4.886,24.873,0.5,25
MHQ.F,Public Joint Stock Company Magnitogorsk Iron & Steel Works,Unknown,2022-06-24,4.498,11.57,0.5,25
MI6.F,Midway Limited,Unknown,2025-02-06,0.718,1.636,0.5,25
MI7.F,MIND Technology Inc,Unknown,2023-12-13,4.188,39.673,0.5,25
MINA.F,Synlogic Inc,Unknown,2023-11-28,3.739,186.089,0.5,25
MMIA.F,MEI Pharma Inc,Unknown,2023-04-27,4.215,87.215,0.5,25
MOPA.F,MONETA GOLD INC.,Unknown,2024-04-09,0.992,4.31,0.5,25
MS5.F,Super Micro Computer Inc,Unknown,2024-12-02,39.772,107.979,0.5,25
MV3_old.F,Mincor Resources NL,Unknown,2023-07-25,0.827,1.91,0.5,25
MVR.F,Medivir AB (publ),Unknown,2023-07-17,0.563,4.746,0.5,25
N17.F,CLEMONDO GROUP AB,Unknown,2025-02-14,0.592,4.406,0.5,25
N1O.F,PAO NOVATEK,Unknown,2022-02-28,34.768,231.975,0.5,25
N4CN.F,Paratek Pharmaceuticals Inc,Unknown,2023-09-21,2.019,15.583,0.5,25
N7MG.F,"Public Joint Stock Company ""Novolipetsk Steel""",Unknown,2022-03-01,13.07,27.345,0.5,25
ND3.F,Northern Dynasty Minerals Ltd,Unknown,2021-08-18,0.32,1.928,0.5,25
NKZB.F,New York Mortgage Trust Inc,Unknown,2023-03-08,2.234,5.256,0.5,25
NNIC.F,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Unknown,2022-06-21,9.426,29.573,0.5,25
NO0.F,NOVA ROYALTY CORP.,Unknown,2023-12-05,1.006,2.62,0.5,25
NO3.F,Noodles & Company,Unknown,2026-04-20,3.242,93.68,0.5,25
NRD.F,Nordstrom Inc,Unknown,2025-05-20,21.761,48.736,0.5,25
NT1.F,Nam Tai Property Inc,Unknown,2020-05-27,3.573,10.532,0.5,25
NTQ.F,RICEBRAN TECHNOLOGIES,Unknown,2023-11-16,0.286,32.306,0.5,25
NTR.F,Spectrum Pharmaceuticals Inc,Unknown,2023-08-02,0.921,21.235,0.5,25
NZ2.F,HEALTHBEACON EO-0025,Unknown,2024-05-28,1.374,6.11,0.5,25
NZW2.F,MOLECULAR TEMPLAT.DL-001,Unknown,2023-10-11,7.94,245.209,0.5,25
O60.F,HIGHL.GL ALLOC.,Unknown,2024-11-01,2.804,7.911,0.5,25
O6C0.F,MDXHEALTH S.A. ADR,Unknown,2023-11-27,2.661,10.041,0.5,25
OQH.F,Slater and Gordon Limited,Unknown,2023-04-28,0.318,2.509,0.5,25
OT1A.F,Orchard Therapeutics plc,Unknown,2023-03-08,0.514,17.44,0.5,25
OVW.F,Shaftesbury PLC,Unknown,2023-03-03,4.932,11.361,0.5,25
P5Y.F,BRF S.A,Unknown,2025-09-22,3.024,9.085,0.5,25
P6J1.F,POLYUS PJSC GDR 1/2,Unknown,2023-08-02,25.008,101.259,0.5,25
P6NA.F,Acer Therapeutics Inc,Unknown,2023-11-09,0.805,29.218,0.5,25
