Local_ID,Name,Country,Sector,Bid,Ask
A2AH7G,"QT GROUP PLC       EO-,10",,,24.6000 €,24.8400 €
A0MV6A,QUANEX BUILD. PRODS DL-01,USA,Others,14.7000 €,14.8000 €
905265,"RAYSEARCH LABS B  SK 0,40",,,20.2400 €,20.3800 €
899744,REALTY INC. CORP.    DL 1,USA,Real Estate,54.0000 €,54.1000 €
A2PPXB,"RED CAT HDGS INC.DL -,001",,,9.6410 €,9.6990 €
A0RC70,"REINSUR.GRP AM.    DL-,01",USA,Insurance,181.8000 €,182.1000 €
A3CSZZ,"RENEW ENG.GLB.A DL-,0001",,,5.5400 €,5.6000 €
A2N64R,"RESIDEO TECHN. WI DL,-001",,,27.2000 €,27.4000 €
A2DJTU,"RH               DL-,0001",USA,Others,132.0000 €,133.0000 €
A3DE3J,"RIGETTI COMPUTNG DL-,0001",,,18.1260 €,18.2360 €
868009,RIO TINTO PLC LS-10 ADR 1,,,90.6000 €,91.4000 €
902914,RIOCAN REAL ESTATE INV.,Canada,Banking & Finance,14.2260 €,14.3220 €
A3C47B,"RIVIAN AUTOMOT.A DL-,0001",,,14.3780 €,14.4640 €
A3CVQC,"ROBINH.MKTS CL.A DL-,0001",USA,Banking & Finance,80.0300 €,80.3500 €
891106,ROCHE HLDG SP.ADR 1/8,,,44.5000 €,44.9000 €
851311,ROCHE HOLDING AG B,Switzerland,Pharma & Cosmetics,362.4000 €,364.2000 €
A2JA9Q,"ROCKET PHARMAT. DL-,01",USA,Biotech & Nanotech,2.3800 €,2.4000 €
867590,"ROGERS COMM.B  CD 1,62478",Canada,Telecommunications,33.5100 €,33.7100 €
852173,ROYAL BK CDA,Canada,Banking & Finance,172.3400 €,172.6800 €
A2P62D,ROYALTY PHARMA OA DL-0001,,,47.3000 €,47.5800 €
A1CXHX,"RYERSON HLDG CORP. DL-,01",,,26.2000 €,26.4000 €
918614,SABAF SPA            EO 1,,,12.1500 €,12.3000 €
A1C9KE,SABRA HLTH CARE REIT,USA,Real Estate,16.1500 €,16.2500 €
896360,SAMSUNG EL. GDR,,Others,"4,620.0000 €","4,660.0000 €"
A2PV7P,SANLORENZO IN SIGLA SL,,,37.2800 €,37.8400 €
920657,SANOFI SA INHABER    EO 2,France,Pharma & Cosmetics,76.8700 €,76.9800 €
A2AJKS,"SARTOR.STED.B. EO-,20",France,Biotech & Nanotech,175.2000 €,176.0000 €
856193,SCA B,Sweden,Forestry,9.1820 €,9.2320 €
A2ABGP,"SCANDIC HOTELS GP EO-,25",,,8.1400 €,8.2200 €
A0JEHV,SCHINDLER,Switzerland,Machinery & Equipment,284.6000 €,287.4000 €
A2JMQW,"SCHOLAR ROCK HLDG DL-,001",,,38.0800 €,38.3100 €
882803,SCHOUW A/S          DK 10,,,83.2000 €,84.1000 €
852243,SCHW.NATLBK N.SF 250,Switzerland,Banking & Finance,"3,590.0000 €","3,610.0000 €"
A2H5LX,SEA LTD CL.A(ADR)/1,USA,Others,71.0000 €,72.0000 €
A1W90J,"SEACOAST BKG FLA   DL-,10",,,27.6000 €,27.8000 €
A2DQFW,"SELECT WATER SOL.A DL-,01",,,16.3000 €,16.4000 €
485513,SEMAPA SGPS NAM.     O.N.,Portugal,Construction & Construction Materials,23.9000 €,24.0000 €
870378,SEMPERIT AG HLDG,Austria,Chemistry,14.7500 €,14.8500 €
A41MRZ,SENSEONICS HLGS.INC. NEW,,,6.2000 €,6.2500 €
A3CTJC,"SENTINELONE INC.A -,0001",,,12.8200 €,12.9000 €
A14UQQ,"SERITAGE GWTH PR.A DL-,01",,,2.2600 €,2.2800 €
A3DA8Y,SHELL PLC        WI ADR/2,Great Britain,Oil & Gas,73.5000 €,74.0000 €
A41BKT,"SIEGFRIED HL NA SF 0,72",,,80.2000 €,80.9000 €
935345,"SILICON LABS INC.DL-,0001",USA,Others,189.0000 €,190.0000 €
916647,SIMON PROPERTY GRP PAIRED,USA,Real Estate,189.4000 €,189.7500 €
A40HQN,SITE CTRS CORP. O.N.,,,4.2400 €,4.2800 €
A2AJXA,"SITEO.LANDS.SUPP.INC.-,01",,,92.0000 €,92.5000 €
A2PUK4,"SITIME CORP.  DL -,0001",,,630.0000 €,635.0000 €
859768,SKAND ENSK BNK A,Sweden,Banking & Finance,17.3600 €,17.4100 €
880202,SKAND.ENSK. BKN C FR.SK10,,,17.8400 €,18.0000 €
884316,"SKF AB (A, FRIA)",,,21.9500 €,22.1000 €
868323,"SMITH CORP., A.O. REGISTERED SHARES DL 1",USA,Elektrische Geräte,50.7200 €,51.0000 €
860885,SMITH FIELDS,Denmark,Machinery & Equipment,64.7500 €,65.1500 €
A2P567,SMITH+WESSON BRNDS DL-001,,,12.7200 €,12.8000 €
633835,SMUCKER -J.M.-,USA,Food,100.6000 €,100.8000 €
A2DLMS,"SNAP INC. CL.A DL-,00001",USA,Internet & Software,4.5400 €,4.5600 €
915322,"SOL S.P.A.        EO 0,52",,,60.8000 €,61.4000 €
A41AV3,SOLANA CO. NEW 2025,,,1.3300 €,1.3500 €
A0BLGA,SOLAR B,,,26.0000 €,26.2000 €
862837,SOUTHW. AIRL. CO.    DL 1,USA,Aircraft & Space,39.1900 €,39.4300 €
727533,SPAREBANKEN VEST GRUNNF.,,,16.6460 €,16.8700 €
A2P2R5,SPHERE ENTERTAINMENT CO.A,,,132.3500 €,132.6000 €
A3EQSF,"SPI.GL.INC. CL.A DL-,0001",,,15.7000 €,15.8000 €
A112GA,SPORTSMANS WAREH.HO.DL-01,USA,Department stores & Retail,1.0600 €,1.0700 €
A2PWF7,"SPROUT SOCIAL C. DL-,0001",,,6.2800 €,6.3200 €
A1W2Q4,"SPROUTS FMRS MKT  DL-,001",USA,Department stores & Retail,74.4800 €,74.7800 €
A1CV38,"SS+C TECHNOL.HLDGS DL-,01",,,58.4000 €,58.6400 €
872087,ST GOBAIN            EO 4,France,Construction & Construction Materials,74.9200 €,75.1600 €
A0N9JF,"STARWOOD PPTY TRST DL-,01",,,14.6850 €,14.7750 €
864777,STATE STREET,USA,Banking & Finance,144.8000 €,145.0500 €
A0NEF6,"STD BK GRP        RC -,10",,,16.6000 €,16.8000 €
873403,"STE GENERALE INH. EO 1,25",France,Banking & Finance,73.0200 €,73.2400 €
A1KA51,"STELLUS CA.IN.CORP.DL-,01",,,7.7590 €,7.8210 €
A423P2,STI.GRP.INC. O.N.,,,10.5000 €,10.6000 €
A3E4JL,STIF,,,57.3500 €,57.8000 €
873773,"STIFEL FINL CORP.  DL-,15",USA,Banking & Finance,62.5000 €,63.0000 €
897710,STMICROELECTRONICS NY 1,,,66.5000 €,67.0000 €
919961,STORA ENSO OYJ R (RE-REG),,,9.6300 €,9.7100 €
A3EYA0,"STRATA SKIN SC.   DL-,001",,,2.0400 €,2.0600 €
722713,STRATEGY     A NEW DL-001,USA,Internet & Software,107.0200 €,107.2400 €
A3DPFV,STRATEGY INC.    PRF.SE.A,,,59.5000 €,60.0000 €
A3DHHH,"STRAUMANN HLDG NA SF 0,10",Switzerland,Healthcare & Medicine,101.4500 €,101.9000 €
A1C8HL,SUMIT.MITS.FIN.SP.ADR 1/5,Japan,Banking & Finance,21.0000 €,21.2000 €
A41N08,"SUNBELT RNTL HLDGS DL-,01",,,71.2000 €,71.6000 €
A14S61,"SVENSKA HDLSBKN B SK1,433",,,21.0600 €,21.2600 €
865126,SWATCH GROUP,Switzerland,Consumer goods Diverse,226.6000 €,227.6000 €
895705,SWEDBANK,Sweden,Banking & Finance,31.8600 €,32.1100 €
870967,"T.ROW.PR.GRP       DL-,20",USA,Banking & Finance,94.6400 €,94.8200 €
A2PJ41,TC ENERGY CORP.,Canada,Energy & Water,60.1200 €,60.3600 €
A1WYU5,TELE 2,Sweden,Telecommunications,17.1200 €,17.2550 €
926932,"TELEDYNE TECHS     DL-,01",USA,Elektrische Geräte,538.0000 €,539.0000 €
A0YHJ8,TENCENT HDGS ADR,,,50.5000 €,51.0000 €
A41MS2,"TER.INN.GLBL EO -,01",,,4.4780 €,4.5240 €
A0B5N8,"TERNA R.E.N. SPA  EO -,22",Italy,Energy & Water,10.2450 €,10.3450 €
880267,"TETRA TECHS        DL-,01",USA,Oil & Gas,8.9500 €,9.0500 €
A2QL4H,"TEXAS PAC.LD CORP. DL-,01",,,327.2000 €,328.0000 €
A3DHQU,TEXTMAGIC AS,,,1.8300 €,1.8450 €
919493,"TGSNOP.GEOPHYSICAL NK0,25",Norway,Internet & Software,13.6100 €,13.7200 €
A110VU,THURGAU.KANTONALB.PS SF20,Switzerland,Banking & Finance,195.5000 €,197.5000 €
A2H5U9,TITANIUM OYJ,,,6.2400 €,6.3000 €
854854,TJX COS INC.         DL 1,USA,Textiles & Clothes,145.0000 €,145.5000 €
901949,TOHO CO. LTD.,,,7.0000 €,7.1000 €
A40VM0,"TONIX P.H.NEW11/24DL-,001",,,9.7720 €,9.8500 €
883644,"TOPGOLF CALLAWAY B.DL-,01",USA,Hospitality and Tourism,14.9850 €,15.0750 €
A0X8WB,TOTAL ENERGY SERVS INC.,,,14.7600 €,14.9600 €
A0H09X,TRANSP.INTL HLDG.LTD.HD 1,,,1.0300 €,1.0400 €
A2PWMZ,TRUIST FINL CORP.    DL 5,USA,Banking & Finance,44.5150 €,44.7850 €
A3CYXD,"TRUMP MED.+TEC.A DL-,0001",,,6.7830 €,6.8370 €
A2N7L2,"TWIST BIOSCIENCEDL-,00001",,,65.2000 €,65.4800 €
917099,"TYLER TECHS INC.   DL-,01",USA,Various services,258.2000 €,258.6000 €
904412,"U-HAUL HLDG CO.    DL-,25",,,53.5000 €,54.0000 €
901581,"UBISOFT ENTMT IN.EO-,0775",France,Internet & Software,4.7990 €,4.8360 €
891541,"UFP TECHS INC.     DL-,01",,,202.6000 €,203.0000 €
900421,UMB FINL CORP.       DL 1,USA,Banking & Finance,116.0000 €,117.0000 €
A2AF8T,"UNDER ARMOUR C DL-,000333",USA,Textiles & Clothes,5.0600 €,5.1000 €
A41NM1,"UNILEVER PLCLS -,035",,,50.7200 €,50.9500 €
929198,UNITED PARCEL SE.B DL-01,USA,Transport,93.1200 €,93.4800 €
866462,UNIV. HEALTH SERV.B DL-01,USA,Healthcare & Medicine,126.0000 €,127.0000 €
911236,"UNIV.INS.HLD       DL-,01",,,32.8000 €,33.0000 €
985290,UNIVERSAL HEALTH RLTY SBI,USA,Real Estate,34.7050 €,34.9150 €
A2PFTG,UP FINT. HLDG (SP.ADR) A,,,4.0800 €,4.1400 €
A2JH5S,"URW (STAPLED SHS)  EO-,05",France,Real Estate,100.5500 €,100.9500 €
917523,US BANCORP,USA,Banking & Finance,50.5200 €,50.8200 €
A2AHWK,"US FOODS HLDG CORP DL-,01",USA,Food,80.5000 €,81.0000 €
923128,"UTD BANKSHS INC.  DL 2,50",USA,Banking & Finance,39.4000 €,39.6000 €
923818,"UTD THERAP. (DEL.) DL-,01",USA,Biotech & Nanotech,471.5000 €,472.5000 €
923948,VAN LANSCHOT KEMP.    EO1,Netherlands,Banking & Finance,68.4500 €,68.7500 €
857621,VF CORP,USA,Textiles & Clothes,15.2050 €,15.2950 €
A2H5U8,"VICI PROPERTIES   DL -,01",,,24.5500 €,24.6500 €
A2AT5W,VINCIT OYJ O.N.,,,4.2150 €,4.2700 €
A14RHF,"VIRTU FINANC.A  DL-,00001",,,49.6000 €,50.0000 €
A1XD9Z,VODAFONE GRP ADR NEW/10,Great Britain,Telecommunications,13.3000 €,13.5000 €
871229,VOLVO A,Sweden,Vehicles,28.9800 €,29.1200 €
675054,VONTOBEL HLDG AG NA SF 1,Switzerland,Banking & Finance,77.5000 €,77.9000 €
893899,VORNADO RLTY TR. SBI,USA,Banking & Finance,33.0000 €,33.2000 €
A0JC1Z,VUSIONGROUP S.A.     EO 2,France,Elektrische Geräte,132.3000 €,133.6000 €
A2P272,"VZ HOLDING AG NA. SF -,05",Switzerland,Banking & Finance,159.4000 €,160.2000 €
860853,"WAL-MART STRS DL-,10",USA,Department stores & Retail,104.4800 €,104.6800 €
A3DJQZ,"WB DISCOVERY SER.A DL-,01",USA,Others,23.2400 €,23.3800 €
A41MPR,WEA.COR. O.N.,,,7.7000 €,7.7500 €
857968,Weir PLC,Great Britain,Machinery & Equipment,26.8000 €,27.2000 €
864330,"WEST PHARM.SVCS    DL-,25",USA,Pharma & Cosmetics,284.0000 €,284.6000 €
896022,"WESTINGH.AI.BR.T.  DL-,01",USA,Machinery & Equipment,229.0000 €,229.5000 €
863060,"WESTN DIGITAL      DL-,01",USA,Computer & Network,488.6500 €,489.6000 €
852885,WESTON -GEORGE-,Canada,Food,64.0000 €,64.5000 €
854357,"WEYERHAEUSER CO. DL 1,25",USA,Forestry,21.4200 €,21.5400 €
A1KA6L,"WHITEHORS.FIN.INC.DL-,001",,,5.7200 €,5.7600 €
A1C04X,WILH.WILHELM.HLDG A NK 20,,,66.1000 €,66.6000 €
A1C04Y,WILH.WILHELM.HLDG B NK 20,,,57.5000 €,57.7000 €
855451,WILLIAMS COS INC.    DL 1,USA,Oil & Gas,62.2000 €,62.4400 €
A41BTF,WW INTL INC. COM NEW,,,15.8700 €,15.9700 €
A2JL3S,WYNDHAM HT + RSTS INC.,,,68.4200 €,69.0200 €
A3E4QR,X4 PHARMACEUTICALS NEW,,,2.4400 €,2.4600 €
A426Z7,XAN.QUA.TEC. O.N.,,,10.2100 €,10.3400 €
A2PWSC,"XP INC.         DL-,00001",,,13.8180 €,13.9020 €
A2QBX7,XPENG INC. SP.ADS/2 CL.A,,,12.5000 €,12.6800 €
A3EYDX,XTI AEROSPACE INC.,,,108.0000 €,109.0000 €
A3CR1U,"ZETA GLOBAL HLD.A DL-,001",,,17.4800 €,17.5200 €
A14XZY,"ZILLOW GROUP C CAP.DL-,01",USA,Real Estate,27.6050 €,27.7750 €
A2P5HE,"ZOOMINFO TECHNS    DL-,01",,,2.4180 €,2.4420 €
